driverRef,grid,positionOrder,constructorRef,circuitRef
hamilton,1,19,mercedes,albert_park
hamilton,1,1,mercedes,albert_park
hamilton,1,2,mercedes,albert_park
hamilton,1,2,mercedes,albert_park
hamilton,1,2,mercedes,albert_park
hamilton,1,2,mercedes,albert_park
rosberg,3,1,mercedes,albert_park
rosberg,2,2,mercedes,albert_park
rosberg,2,1,mercedes,albert_park
bottas,3,3,mercedes,albert_park
bottas,15,8,mercedes,albert_park
bottas,2,1,mercedes,albert_park
alonso,5,4,ferrari,albert_park
raikkonen,11,7,ferrari,albert_park
raikkonen,5,12,ferrari,albert_park
raikkonen,4,18,ferrari,albert_park
raikkonen,4,4,ferrari,albert_park
raikkonen,2,3,ferrari,albert_park
vettel,4,3,ferrari,albert_park
vettel,3,3,ferrari,albert_park
vettel,2,1,ferrari,albert_park
vettel,3,1,ferrari,albert_park
vettel,3,4,ferrari,albert_park
leclerc,5,5,ferrari,albert_park
alonso,11,21,mclaren,albert_park
alonso,12,14,mclaren,albert_park
alonso,10,5,mclaren,albert_park
button,10,3,mclaren,albert_park
button,16,11,mclaren,albert_park
button,12,14,mclaren,albert_park
kevin_magnussen,4,2,mclaren,albert_park
kevin_magnussen,17,17,mclaren,albert_park
sainz,18,20,mclaren,albert_park
vandoorne,18,13,mclaren,albert_park
vandoorne,11,9,mclaren,albert_park
norris,8,12,mclaren,albert_park
raikkonen,9,8,alfa,albert_park
giovinazzi,14,15,alfa,albert_park
kubica,20,17,williams,albert_park
massa,9,20,williams,albert_park
massa,3,4,williams,albert_park
massa,6,5,williams,albert_park
massa,7,6,williams,albert_park
bottas,15,5,williams,albert_park
bottas,20,18,williams,albert_park
bottas,16,8,williams,albert_park
stroll,20,16,williams,albert_park
stroll,13,14,williams,albert_park
sirotkin,19,20,williams,albert_park
russell,19,16,williams,albert_park
sutil,13,11,sauber,albert_park
gutierrez,20,12,sauber,albert_park
ericsson,15,8,sauber,albert_park
ericsson,15,17,sauber,albert_park
ericsson,14,18,sauber,albert_park
ericsson,17,19,sauber,albert_park
nasr,10,5,sauber,albert_park
nasr,17,15,sauber,albert_park
giovinazzi,16,12,sauber,albert_park
leclerc,18,13,sauber,albert_park
vettel,12,18,red_bull,albert_park
ricciardo,2,22,red_bull,albert_park
ricciardo,6,6,red_bull,albert_park
ricciardo,8,4,red_bull,albert_park
ricciardo,20,17,red_bull,albert_park
ricciardo,8,4,red_bull,albert_park
kvyat,12,16,red_bull,albert_park
kvyat,18,22,red_bull,albert_park
max_verstappen,5,5,red_bull,albert_park
max_verstappen,4,6,red_bull,albert_park
max_verstappen,4,3,red_bull,albert_park
gasly,17,11,red_bull,albert_park
grosjean,22,15,lotus_f1,albert_park
grosjean,8,14,lotus_f1,albert_park
maldonado,21,16,lotus_f1,albert_park
maldonado,9,15,lotus_f1,albert_park
grosjean,19,6,haas,albert_park
grosjean,6,20,haas,albert_park
grosjean,6,16,haas,albert_park
grosjean,6,18,haas,albert_park
gutierrez,20,20,haas,albert_park
kevin_magnussen,17,15,haas,albert_park
kevin_magnussen,5,17,haas,albert_park
kevin_magnussen,7,6,haas,albert_park
kobayashi,14,21,caterham,albert_park
ericsson,19,17,caterham,albert_park
hulkenberg,7,6,force_india,albert_park
hulkenberg,13,7,force_india,albert_park
hulkenberg,10,7,force_india,albert_park
perez,16,10,force_india,albert_park
perez,14,10,force_india,albert_park
perez,9,13,force_india,albert_park
perez,10,7,force_india,albert_park
perez,12,11,force_india,albert_park
ocon,13,10,force_india,albert_park
ocon,14,12,force_india,albert_park
hulkenberg,11,11,renault,albert_park
hulkenberg,7,7,renault,albert_park
hulkenberg,11,7,renault,albert_park
ricciardo,12,19,renault,albert_park
kevin_magnussen,14,12,renault,albert_park
sainz,9,10,renault,albert_park
jolyon_palmer,13,11,renault,albert_park
jolyon_palmer,19,19,renault,albert_park
perez,10,13,racing_point,albert_park
stroll,16,9,racing_point,albert_park
vergne,6,8,toro_rosso,albert_park
kvyat,8,9,toro_rosso,albert_park
kvyat,9,9,toro_rosso,albert_park
kvyat,15,10,toro_rosso,albert_park
max_verstappen,11,13,toro_rosso,albert_park
max_verstappen,5,10,toro_rosso,albert_park
sainz,7,9,toro_rosso,albert_park
sainz,7,9,toro_rosso,albert_park
sainz,8,8,toro_rosso,albert_park
gasly,20,18,toro_rosso,albert_park
brendon_hartley,16,15,toro_rosso,albert_park
albon,13,14,toro_rosso,albert_park
chilton,17,13,marussia,albert_park
jules_bianchi,18,14,marussia,albert_park
wehrlein,21,16,manor,albert_park
haryanto,22,19,manor,albert_park
hamilton,1,1,mercedes,sepang
hamilton,1,2,mercedes,sepang
hamilton,1,18,mercedes,sepang
hamilton,1,2,mercedes,sepang
rosberg,3,2,mercedes,sepang
rosberg,3,3,mercedes,sepang
rosberg,2,3,mercedes,sepang
bottas,5,5,mercedes,sepang
alonso,4,4,ferrari,sepang
raikkonen,6,12,ferrari,sepang
raikkonen,11,4,ferrari,sepang
raikkonen,6,4,ferrari,sepang
raikkonen,20,20,ferrari,sepang
vettel,2,1,ferrari,sepang
vettel,5,22,ferrari,sepang
vettel,20,4,ferrari,sepang
alonso,18,18,mclaren,sepang
alonso,22,7,mclaren,sepang
alonso,10,11,mclaren,sepang
button,10,6,mclaren,sepang
button,17,17,mclaren,sepang
button,9,9,mclaren,sepang
kevin_magnussen,8,9,mclaren,sepang
vandoorne,7,7,mclaren,sepang
massa,13,7,williams,sepang
massa,7,6,williams,sepang
massa,10,13,williams,sepang
massa,11,9,williams,sepang
bottas,18,8,williams,sepang
bottas,8,5,williams,sepang
bottas,11,5,williams,sepang
stroll,13,8,williams,sepang
sutil,17,18,sauber,sepang
gutierrez,12,17,sauber,sepang
ericsson,9,19,sauber,sepang
ericsson,17,12,sauber,sepang
ericsson,19,18,sauber,sepang
nasr,16,12,sauber,sepang
nasr,18,17,sauber,sepang
wehrlein,18,17,sauber,sepang
vettel,2,3,red_bull,sepang
ricciardo,5,16,red_bull,sepang
ricciardo,4,10,red_bull,sepang
ricciardo,4,1,red_bull,sepang
ricciardo,4,3,red_bull,sepang
kvyat,5,9,red_bull,sepang
max_verstappen,3,2,red_bull,sepang
max_verstappen,3,1,red_bull,sepang
grosjean,15,11,lotus_f1,sepang
grosjean,10,11,lotus_f1,sepang
maldonado,16,21,lotus_f1,sepang
maldonado,12,16,lotus_f1,sepang
grosjean,12,21,haas,sepang
grosjean,16,13,haas,sepang
gutierrez,13,19,haas,sepang
kevin_magnussen,17,12,haas,sepang
kobayashi,20,13,caterham,sepang
ericsson,22,14,caterham,sepang
hulkenberg,7,5,force_india,sepang
hulkenberg,13,14,force_india,sepang
hulkenberg,8,8,force_india,sepang
perez,14,22,force_india,sepang
perez,14,13,force_india,sepang
perez,7,6,force_india,sepang
perez,9,6,force_india,sepang
ocon,6,10,force_india,sepang
hulkenberg,8,16,renault,sepang
kevin_magnussen,14,20,renault,sepang
jolyon_palmer,19,10,renault,sepang
jolyon_palmer,12,15,renault,sepang
vergne,9,19,toro_rosso,sepang
kvyat,11,10,toro_rosso,sepang
kvyat,15,14,toro_rosso,sepang
max_verstappen,6,7,toro_rosso,sepang
sainz,15,8,toro_rosso,sepang
sainz,16,11,toro_rosso,sepang
sainz,14,19,toro_rosso,sepang
gasly,15,14,toro_rosso,sepang
chilton,21,15,marussia,sepang
jules_bianchi,19,20,marussia,sepang
stevens,20,20,manor,sepang
merhi,19,15,manor,sepang
wehrlein,21,15,manor,sepang
ocon,20,16,manor,sepang
hamilton,2,1,mercedes,bahrain
hamilton,1,1,mercedes,bahrain
hamilton,1,3,mercedes,bahrain
hamilton,2,2,mercedes,bahrain
hamilton,9,3,mercedes,bahrain
hamilton,3,1,mercedes,bahrain
hamilton,1,1,mercedes,bahrain
hamilton,2,1,mercedes,bahrain
rosberg,1,2,mercedes,bahrain
rosberg,3,3,mercedes,bahrain
rosberg,2,1,mercedes,bahrain
bottas,1,3,mercedes,bahrain
bottas,3,2,mercedes,bahrain
bottas,4,2,mercedes,bahrain
bottas,2,8,mercedes,bahrain
bottas,1,8,mercedes,bahrain
bottas,3,3,mercedes,bahrain
russell,2,9,mercedes,bahrain
alonso,9,9,ferrari,bahrain
raikkonen,5,10,ferrari,bahrain
raikkonen,4,2,ferrari,bahrain
raikkonen,4,2,ferrari,bahrain
raikkonen,5,4,ferrari,bahrain
raikkonen,2,18,ferrari,bahrain
vettel,2,5,ferrari,bahrain
vettel,3,21,ferrari,bahrain
vettel,3,1,ferrari,bahrain
vettel,1,1,ferrari,bahrain
vettel,2,5,ferrari,bahrain
vettel,11,13,ferrari,bahrain
vettel,13,12,ferrari,bahrain
sainz,8,8,ferrari,bahrain
leclerc,1,3,ferrari,bahrain
leclerc,12,10,ferrari,bahrain
leclerc,4,20,ferrari,bahrain
leclerc,4,6,ferrari,bahrain
alonso,14,11,mclaren,bahrain
alonso,15,14,mclaren,bahrain
alonso,13,7,mclaren,bahrain
button,6,17,mclaren,bahrain
button,20,20,mclaren,bahrain
button,14,20,mclaren,bahrain
ricciardo,6,7,mclaren,bahrain
kevin_magnussen,8,18,mclaren,bahrain
sainz,7,19,mclaren,bahrain
sainz,15,5,mclaren,bahrain
sainz,8,4,mclaren,bahrain
vandoorne,12,10,mclaren,bahrain
vandoorne,17,20,mclaren,bahrain
vandoorne,14,8,mclaren,bahrain
norris,9,6,mclaren,bahrain
norris,9,4,mclaren,bahrain
norris,19,10,mclaren,bahrain
norris,7,4,mclaren,bahrain
alonso,9,19,alpine,bahrain
ocon,16,13,alpine,bahrain
raikkonen,8,7,alfa,bahrain
raikkonen,17,15,alfa,bahrain
raikkonen,18,14,alfa,bahrain
raikkonen,14,11,alfa,bahrain
giovinazzi,16,11,alfa,bahrain
giovinazzi,16,16,alfa,bahrain
giovinazzi,14,13,alfa,bahrain
giovinazzi,12,12,alfa,bahrain
kubica,20,16,williams,bahrain
massa,7,7,williams,bahrain
massa,6,10,williams,bahrain
massa,7,8,williams,bahrain
massa,8,6,williams,bahrain
bottas,3,8,williams,bahrain
bottas,5,4,williams,bahrain
bottas,6,9,williams,bahrain
stroll,12,17,williams,bahrain
stroll,20,14,williams,bahrain
sirotkin,18,15,williams,bahrain
russell,19,15,williams,bahrain
russell,14,12,williams,bahrain
russell,15,14,williams,bahrain
latifi,20,14,williams,bahrain
latifi,16,18,williams,bahrain
latifi,17,18,williams,bahrain
aitken,17,16,williams,bahrain
sutil,22,22,sauber,bahrain
gutierrez,15,19,sauber,bahrain
ericsson,13,14,sauber,bahrain
ericsson,17,12,sauber,bahrain
ericsson,19,15,sauber,bahrain
ericsson,17,9,sauber,bahrain
nasr,12,12,sauber,bahrain
nasr,21,14,sauber,bahrain
wehrlein,13,11,sauber,bahrain
leclerc,19,12,sauber,bahrain
vettel,10,6,red_bull,bahrain
perez,20,5,red_bull,bahrain
ricciardo,13,4,red_bull,bahrain
ricciardo,7,6,red_bull,bahrain
ricciardo,5,4,red_bull,bahrain
ricciardo,4,5,red_bull,bahrain
ricciardo,4,20,red_bull,bahrain
kvyat,17,9,red_bull,bahrain
kvyat,15,7,red_bull,bahrain
max_verstappen,6,18,red_bull,bahrain
max_verstappen,15,19,red_bull,bahrain
max_verstappen,5,4,red_bull,bahrain
max_verstappen,3,2,red_bull,bahrain
max_verstappen,3,19,red_bull,bahrain
max_verstappen,1,2,red_bull,bahrain
gasly,13,8,red_bull,bahrain
albon,4,3,red_bull,bahrain
albon,12,6,red_bull,bahrain
vettel,20,15,aston_martin,bahrain
stroll,10,10,aston_martin,bahrain
grosjean,16,12,lotus_f1,bahrain
grosjean,10,7,lotus_f1,bahrain
maldonado,17,14,lotus_f1,bahrain
maldonado,16,15,lotus_f1,bahrain
grosjean,9,5,haas,bahrain
grosjean,9,8,haas,bahrain
grosjean,16,13,haas,bahrain
grosjean,11,20,haas,bahrain
grosjean,19,20,haas,bahrain
gutierrez,13,19,haas,bahrain
kevin_magnussen,20,19,haas,bahrain
kevin_magnussen,6,5,haas,bahrain
kevin_magnussen,6,13,haas,bahrain
kevin_magnussen,18,17,haas,bahrain
kevin_magnussen,15,15,haas,bahrain
pietro_fittipaldi,20,17,haas,bahrain
mazepin,19,20,haas,bahrain
mick_schumacher,18,16,haas,bahrain
kobayashi,18,15,caterham,bahrain
ericsson,20,20,caterham,bahrain
hulkenberg,11,5,force_india,bahrain
hulkenberg,8,13,force_india,bahrain
hulkenberg,8,15,force_india,bahrain
perez,4,3,force_india,bahrain
perez,11,8,force_india,bahrain
perez,18,16,force_india,bahrain
perez,18,7,force_india,bahrain
perez,12,16,force_india,bahrain
ocon,14,10,force_india,bahrain
ocon,8,10,force_india,bahrain
hulkenberg,7,9,renault,bahrain
hulkenberg,7,6,renault,bahrain
hulkenberg,17,17,renault,bahrain
ricciardo,10,18,renault,bahrain
ricciardo,6,7,renault,bahrain
ricciardo,7,5,renault,bahrain
kevin_magnussen,22,11,renault,bahrain
sainz,10,11,renault,bahrain
jolyon_palmer,19,22,renault,bahrain
jolyon_palmer,10,13,renault,bahrain
ocon,7,9,renault,bahrain
ocon,11,2,renault,bahrain
perez,14,10,racing_point,bahrain
perez,5,18,racing_point,bahrain
perez,5,1,racing_point,bahrain
stroll,18,14,racing_point,bahrain
stroll,13,19,racing_point,bahrain
stroll,10,3,racing_point,bahrain
vergne,14,21,toro_rosso,bahrain
kvyat,12,11,toro_rosso,bahrain
kvyat,11,12,toro_rosso,bahrain
kvyat,15,12,toro_rosso,bahrain
max_verstappen,15,18,toro_rosso,bahrain
max_verstappen,10,6,toro_rosso,bahrain
sainz,9,19,toro_rosso,bahrain
sainz,11,18,toro_rosso,bahrain
sainz,16,16,toro_rosso,bahrain
gasly,5,4,toro_rosso,bahrain
brendon_hartley,11,17,toro_rosso,bahrain
albon,12,9,toro_rosso,bahrain
chilton,21,13,marussia,bahrain
jules_bianchi,19,16,marussia,bahrain
kvyat,10,11,alphatauri,bahrain
kvyat,6,7,alphatauri,bahrain
gasly,8,6,alphatauri,bahrain
gasly,9,11,alphatauri,bahrain
gasly,5,17,alphatauri,bahrain
tsunoda,13,9,alphatauri,bahrain
stevens,18,16,manor,bahrain
merhi,19,17,manor,bahrain
wehrlein,16,13,manor,bahrain
haryanto,20,17,manor,bahrain
hamilton,1,1,mercedes,shanghai
hamilton,1,1,mercedes,shanghai
hamilton,22,7,mercedes,shanghai
hamilton,1,1,mercedes,shanghai
hamilton,4,4,mercedes,shanghai
hamilton,2,1,mercedes,shanghai
rosberg,4,2,mercedes,shanghai
rosberg,2,2,mercedes,shanghai
rosberg,1,1,mercedes,shanghai
bottas,3,6,mercedes,shanghai
bottas,3,2,mercedes,shanghai
bottas,1,2,mercedes,shanghai
alonso,5,3,ferrari,shanghai
raikkonen,11,8,ferrari,shanghai
raikkonen,6,4,ferrari,shanghai
raikkonen,3,5,ferrari,shanghai
raikkonen,4,5,ferrari,shanghai
raikkonen,2,3,ferrari,shanghai
vettel,3,3,ferrari,shanghai
vettel,4,2,ferrari,shanghai
vettel,2,2,ferrari,shanghai
vettel,1,8,ferrari,shanghai
vettel,3,3,ferrari,shanghai
leclerc,4,5,ferrari,shanghai
alonso,18,12,mclaren,shanghai
alonso,11,12,mclaren,shanghai
alonso,13,16,mclaren,shanghai
alonso,13,7,mclaren,shanghai
button,12,11,mclaren,shanghai
button,17,14,mclaren,shanghai
button,12,13,mclaren,shanghai
kevin_magnussen,15,13,mclaren,shanghai
sainz,14,14,mclaren,shanghai
vandoorne,15,18,mclaren,shanghai
vandoorne,14,13,mclaren,shanghai
norris,15,18,mclaren,shanghai
raikkonen,13,9,alfa,shanghai
giovinazzi,19,15,alfa,shanghai
kubica,18,17,williams,shanghai
massa,6,15,williams,shanghai
massa,4,5,williams,shanghai
massa,10,6,williams,shanghai
massa,6,14,williams,shanghai
bottas,7,7,williams,shanghai
bottas,5,6,williams,shanghai
bottas,5,10,williams,shanghai
stroll,10,20,williams,shanghai
stroll,18,14,williams,shanghai
sirotkin,16,15,williams,shanghai
russell,17,16,williams,shanghai
sutil,14,22,sauber,shanghai
gutierrez,17,16,sauber,shanghai
ericsson,10,10,sauber,shanghai
ericsson,15,16,sauber,shanghai
ericsson,14,15,sauber,shanghai
ericsson,20,16,sauber,shanghai
nasr,9,8,sauber,shanghai
nasr,16,20,sauber,shanghai
giovinazzi,18,19,sauber,shanghai
leclerc,19,19,sauber,shanghai
vettel,3,5,red_bull,shanghai
ricciardo,2,4,red_bull,shanghai
ricciardo,7,9,red_bull,shanghai
ricciardo,2,4,red_bull,shanghai
ricciardo,5,4,red_bull,shanghai
ricciardo,6,1,red_bull,shanghai
kvyat,12,19,red_bull,shanghai
kvyat,6,3,red_bull,shanghai
max_verstappen,16,3,red_bull,shanghai
max_verstappen,5,5,red_bull,shanghai
max_verstappen,5,4,red_bull,shanghai
gasly,6,6,red_bull,shanghai
grosjean,10,21,lotus_f1,shanghai
grosjean,8,7,lotus_f1,shanghai
maldonado,22,14,lotus_f1,shanghai
maldonado,11,18,lotus_f1,shanghai
grosjean,14,19,haas,shanghai
grosjean,19,11,haas,shanghai
grosjean,10,17,haas,shanghai
grosjean,10,11,haas,shanghai
gutierrez,18,14,haas,shanghai
kevin_magnussen,12,8,haas,shanghai
kevin_magnussen,11,10,haas,shanghai
kevin_magnussen,9,13,haas,shanghai
kobayashi,18,18,caterham,shanghai
ericsson,20,20,caterham,shanghai
hulkenberg,8,6,force_india,shanghai
hulkenberg,16,20,force_india,shanghai
hulkenberg,13,15,force_india,shanghai
perez,16,9,force_india,shanghai
perez,15,11,force_india,shanghai
perez,7,11,force_india,shanghai
perez,8,9,force_india,shanghai
perez,8,12,force_india,shanghai
ocon,17,10,force_india,shanghai
ocon,12,11,force_india,shanghai
hulkenberg,7,12,renault,shanghai
hulkenberg,7,6,renault,shanghai
hulkenberg,8,20,renault,shanghai
ricciardo,7,7,renault,shanghai
kevin_magnussen,17,17,renault,shanghai
sainz,9,9,renault,shanghai
jolyon_palmer,19,22,renault,shanghai
jolyon_palmer,20,13,renault,shanghai
perez,12,8,racing_point,shanghai
stroll,16,12,racing_point,shanghai
vergne,9,12,toro_rosso,shanghai
kvyat,13,10,toro_rosso,shanghai
kvyat,9,17,toro_rosso,shanghai
kvyat,11,19,toro_rosso,shanghai
max_verstappen,13,17,toro_rosso,shanghai
max_verstappen,9,8,toro_rosso,shanghai
sainz,14,13,toro_rosso,shanghai
sainz,8,9,toro_rosso,shanghai
sainz,11,7,toro_rosso,shanghai
gasly,17,18,toro_rosso,shanghai
brendon_hartley,15,20,toro_rosso,shanghai
albon,20,10,toro_rosso,shanghai
chilton,21,19,marussia,shanghai
jules_bianchi,19,17,marussia,shanghai
stevens,19,15,manor,shanghai
merhi,20,16,manor,shanghai
wehrlein,21,18,manor,shanghai
haryanto,20,21,manor,shanghai
hamilton,1,1,mercedes,catalunya
hamilton,2,2,mercedes,catalunya
hamilton,1,21,mercedes,catalunya
hamilton,1,1,mercedes,catalunya
hamilton,1,1,mercedes,catalunya
hamilton,2,1,mercedes,catalunya
hamilton,1,1,mercedes,catalunya
hamilton,1,1,mercedes,catalunya
rosberg,2,2,mercedes,catalunya
rosberg,1,1,mercedes,catalunya
rosberg,2,22,mercedes,catalunya
bottas,3,17,mercedes,catalunya
bottas,2,2,mercedes,catalunya
bottas,1,2,mercedes,catalunya
bottas,2,3,mercedes,catalunya
bottas,3,3,mercedes,catalunya
alonso,7,6,ferrari,catalunya
raikkonen,6,7,ferrari,catalunya
raikkonen,7,5,ferrari,catalunya
raikkonen,5,2,ferrari,catalunya
raikkonen,4,20,ferrari,catalunya
raikkonen,4,17,ferrari,catalunya
vettel,3,3,ferrari,catalunya
vettel,6,3,ferrari,catalunya
vettel,2,2,ferrari,catalunya
vettel,3,4,ferrari,catalunya
vettel,3,4,ferrari,catalunya
vettel,11,7,ferrari,catalunya
sainz,6,7,ferrari,catalunya
leclerc,5,5,ferrari,catalunya
leclerc,9,20,ferrari,catalunya
leclerc,4,4,ferrari,catalunya
alonso,13,20,mclaren,catalunya
alonso,10,19,mclaren,catalunya
alonso,7,12,mclaren,catalunya
alonso,8,8,mclaren,catalunya
button,8,11,mclaren,catalunya
button,14,16,mclaren,catalunya
button,12,9,mclaren,catalunya
ricciardo,7,6,mclaren,catalunya
kevin_magnussen,14,12,mclaren,catalunya
sainz,12,8,mclaren,catalunya
sainz,7,6,mclaren,catalunya
vandoorne,20,18,mclaren,catalunya
vandoorne,11,15,mclaren,catalunya
norris,10,20,mclaren,catalunya
norris,8,10,mclaren,catalunya
norris,9,8,mclaren,catalunya
alonso,10,17,alpine,catalunya
ocon,5,9,alpine,catalunya
raikkonen,14,14,alfa,catalunya
raikkonen,14,14,alfa,catalunya
raikkonen,17,12,alfa,catalunya
giovinazzi,18,16,alfa,catalunya
giovinazzi,20,16,alfa,catalunya
giovinazzi,14,15,alfa,catalunya
kubica,17,18,williams,catalunya
massa,9,13,williams,catalunya
massa,9,6,williams,catalunya
massa,18,8,williams,catalunya
massa,9,13,williams,catalunya
bottas,4,5,williams,catalunya
bottas,4,4,williams,catalunya
bottas,7,5,williams,catalunya
stroll,18,16,williams,catalunya
stroll,18,11,williams,catalunya
sirotkin,19,14,williams,catalunya
russell,19,17,williams,catalunya
russell,18,17,williams,catalunya
russell,15,14,williams,catalunya
latifi,19,18,williams,catalunya
latifi,19,16,williams,catalunya
sutil,16,17,sauber,catalunya
gutierrez,13,16,sauber,catalunya
ericsson,16,14,sauber,catalunya
ericsson,19,12,sauber,catalunya
ericsson,16,11,sauber,catalunya
ericsson,17,13,sauber,catalunya
nasr,15,12,sauber,catalunya
nasr,20,15,sauber,catalunya
wehrlein,15,8,sauber,catalunya
leclerc,14,10,sauber,catalunya
vettel,15,4,red_bull,catalunya
perez,8,5,red_bull,catalunya
ricciardo,3,3,red_bull,catalunya
ricciardo,10,7,red_bull,catalunya
ricciardo,3,4,red_bull,catalunya
ricciardo,6,3,red_bull,catalunya
ricciardo,6,5,red_bull,catalunya
kvyat,8,10,red_bull,catalunya
